2026-02-22 23:10:26,977 [INFO] === Starting Phase 2: Node2Vec Embedding Generation ===
2026-02-22 23:10:26,978 [INFO] Loading Phase 0 data and rebuilding Property Graph...
2026-02-22 23:10:30,643 [INFO] Directed Graph Built: 30935 nodes, 105617 edges.
2026-02-22 23:10:30,657 [INFO] Graph topology verified successfully against Phase-0.
2026-02-22 23:10:30,657 [INFO] Converting directed graph to undirected graph explicitly...
2026-02-22 23:10:31,499 [INFO] Targeting 20000 Transaction (TX) nodes for embedding extraction.
2026-02-22 23:10:31,499 [INFO] Initializing Node2Vec on full graph with 8 workers...
2026-02-22 23:16:33,129 [INFO] Node2Vec walks completed. Training Word2Vec model...
2026-02-22 23:16:33,132 [INFO] collecting all words and their counts
2026-02-22 23:16:33,133 [INFO] PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
2026-02-22 23:16:33,160 [INFO] PROGRESS: at sentence #10000, processed 300000 words, keeping 29299 word types
2026-02-22 23:16:33,190 [INFO] PROGRESS: at sentence #20000, processed 600000 words, keeping 30697 word types
2026-02-22 23:16:33,221 [INFO] PROGRESS: at sentence #30000, processed 900000 words, keeping 30926 word types
2026-02-22 23:16:33,251 [INFO] PROGRESS: at sentence #40000, processed 1200000 words, keeping 30935 word types
2026-02-22 23:16:33,281 [INFO] PROGRESS: at sentence #50000, processed 1500000 words, keeping 30935 word types
2026-02-22 23:16:33,312 [INFO] PROGRESS: at sentence #60000, processed 1800000 words, keeping 30935 word types
2026-02-22 23:16:33,348 [INFO] PROGRESS: at sentence #70000, processed 2100000 words, keeping 30935 word types
2026-02-22 23:16:33,390 [INFO] PROGRESS: at sentence #80000, processed 2400000 words, keeping 30935 word types
2026-02-22 23:16:33,435 [INFO] PROGRESS: at sentence #90000, processed 2700000 words, keeping 30935 word types
2026-02-22 23:16:33,480 [INFO] PROGRESS: at sentence #100000, processed 3000000 words, keeping 30935 word types
2026-02-22 23:16:33,538 [INFO] PROGRESS: at sentence #110000, processed 3300000 words, keeping 30935 word types
2026-02-22 23:16:33,587 [INFO] PROGRESS: at sentence #120000, processed 3600000 words, keeping 30935 word types
2026-02-22 23:16:33,628 [INFO] PROGRESS: at sentence #130000, processed 3900000 words, keeping 30935 word types
2026-02-22 23:16:33,666 [INFO] PROGRESS: at sentence #140000, processed 4200000 words, keeping 30935 word types
2026-02-22 23:16:33,708 [INFO] PROGRESS: at sentence #150000, processed 4500000 words, keeping 30935 word types
2026-02-22 23:16:33,746 [INFO] PROGRESS: at sentence #160000, processed 4800000 words, keeping 30935 word types
2026-02-22 23:16:33,783 [INFO] PROGRESS: at sentence #170000, processed 5100000 words, keeping 30935 word types
2026-02-22 23:16:33,822 [INFO] PROGRESS: at sentence #180000, processed 5400000 words, keeping 30935 word types
2026-02-22 23:16:33,857 [INFO] PROGRESS: at sentence #190000, processed 5700000 words, keeping 30935 word types
2026-02-22 23:16:33,906 [INFO] PROGRESS: at sentence #200000, processed 6000000 words, keeping 30935 word types
2026-02-22 23:16:33,950 [INFO] PROGRESS: at sentence #210000, processed 6300000 words, keeping 30935 word types
2026-02-22 23:16:33,988 [INFO] PROGRESS: at sentence #220000, processed 6600000 words, keeping 30935 word types
2026-02-22 23:16:34,031 [INFO] PROGRESS: at sentence #230000, processed 6900000 words, keeping 30935 word types
2026-02-22 23:16:34,072 [INFO] PROGRESS: at sentence #240000, processed 7200000 words, keeping 30935 word types
2026-02-22 23:16:34,110 [INFO] PROGRESS: at sentence #250000, processed 7500000 words, keeping 30935 word types
2026-02-22 23:16:34,148 [INFO] PROGRESS: at sentence #260000, processed 7800000 words, keeping 30935 word types
2026-02-22 23:16:34,189 [INFO] PROGRESS: at sentence #270000, processed 8100000 words, keeping 30935 word types
2026-02-22 23:16:34,229 [INFO] PROGRESS: at sentence #280000, processed 8400000 words, keeping 30935 word types
2026-02-22 23:16:34,270 [INFO] PROGRESS: at sentence #290000, processed 8700000 words, keeping 30935 word types
2026-02-22 23:16:34,329 [INFO] PROGRESS: at sentence #300000, processed 9000000 words, keeping 30935 word types
2026-02-22 23:16:34,376 [INFO] collected 30935 word types from a corpus of 9280500 raw words and 309350 sentences
2026-02-22 23:16:34,376 [INFO] Creating a fresh vocabulary
2026-02-22 23:16:34,422 [INFO] Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 30935 unique words (100.00% of original 30935, drops 0)', 'datetime': '2026-02-22T23:16:34.418482', 'gensim': '4.4.0', 'python': '3.13.7 (main, Jan 22 2026, 20:15:57) [GCC 15.2.0]', 'platform': 'Linux-6.17.0-14-generic-x86_64-with-glibc2.42', 'event': 'prepare_vocab'}
2026-02-22 23:16:34,422 [INFO] Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 9280500 word corpus (100.00% of original 9280500, drops 0)', 'datetime': '2026-02-22T23:16:34.422514', 'gensim': '4.4.0', 'python': '3.13.7 (main, Jan 22 2026, 20:15:57) [GCC 15.2.0]', 'platform': 'Linux-6.17.0-14-generic-x86_64-with-glibc2.42', 'event': 'prepare_vocab'}
2026-02-22 23:16:34,498 [INFO] deleting the raw counts dictionary of 30935 items
2026-02-22 23:16:34,499 [INFO] sample=0.001 downsamples 30 most-common words
2026-02-22 23:16:34,499 [INFO] Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 8470618.16702939 word corpus (91.3%% of prior 9280500)', 'datetime': '2026-02-22T23:16:34.499607', 'gensim': '4.4.0', 'python': '3.13.7 (main, Jan 22 2026, 20:15:57) [GCC 15.2.0]', 'platform': 'Linux-6.17.0-14-generic-x86_64-with-glibc2.42', 'event': 'prepare_vocab'}
2026-02-22 23:16:34,636 [INFO] estimated required memory for 30935 words and 128 dimensions: 47144940 bytes
2026-02-22 23:16:34,636 [INFO] resetting layer weights
2026-02-22 23:16:34,655 [INFO] Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2026-02-22T23:16:34.655080', 'gensim': '4.4.0', 'python': '3.13.7 (main, Jan 22 2026, 20:15:57) [GCC 15.2.0]', 'platform': 'Linux-6.17.0-14-generic-x86_64-with-glibc2.42', 'event': 'build_vocab'}
2026-02-22 23:16:34,655 [INFO] Word2Vec lifecycle event {'msg': 'training model with 8 workers on 30935 vocabulary and 128 features, using sg=1 hs=0 sample=0.001 negative=5 window=5 shrink_windows=True', 'datetime': '2026-02-22T23:16:34.655377', 'gensim': '4.4.0', 'python': '3.13.7 (main, Jan 22 2026, 20:15:57) [GCC 15.2.0]', 'platform': 'Linux-6.17.0-14-generic-x86_64-with-glibc2.42', 'event': 'train'}
2026-02-22 23:16:35,657 [INFO] EPOCH 0 - PROGRESS: at 4.43% examples, 374943 words/s, in_qsize 14, out_qsize 3
2026-02-22 23:16:36,657 [INFO] EPOCH 0 - PROGRESS: at 8.66% examples, 366775 words/s, in_qsize 13, out_qsize 2
2026-02-22 23:16:37,657 [INFO] EPOCH 0 - PROGRESS: at 12.79% examples, 360911 words/s, in_qsize 15, out_qsize 1
2026-02-22 23:16:38,658 [INFO] EPOCH 0 - PROGRESS: at 16.88% examples, 357376 words/s, in_qsize 15, out_qsize 3
2026-02-22 23:16:39,658 [INFO] EPOCH 0 - PROGRESS: at 20.98% examples, 355431 words/s, in_qsize 15, out_qsize 4
2026-02-22 23:16:40,658 [INFO] EPOCH 0 - PROGRESS: at 25.05% examples, 353500 words/s, in_qsize 16, out_qsize 1
2026-02-22 23:16:41,658 [INFO] EPOCH 0 - PROGRESS: at 29.01% examples, 350921 words/s, in_qsize 14, out_qsize 9
2026-02-22 23:16:42,659 [INFO] EPOCH 0 - PROGRESS: at 32.91% examples, 348418 words/s, in_qsize 15, out_qsize 2
2026-02-22 23:16:43,659 [INFO] EPOCH 0 - PROGRESS: at 36.95% examples, 347658 words/s, in_qsize 15, out_qsize 3
2026-02-22 23:16:44,659 [INFO] EPOCH 0 - PROGRESS: at 41.06% examples, 347749 words/s, in_qsize 13, out_qsize 4
2026-02-22 23:16:45,659 [INFO] EPOCH 0 - PROGRESS: at 45.20% examples, 347968 words/s, in_qsize 11, out_qsize 1
2026-02-22 23:16:46,659 [INFO] EPOCH 0 - PROGRESS: at 49.60% examples, 350003 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:16:47,660 [INFO] EPOCH 0 - PROGRESS: at 53.84% examples, 350702 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:16:48,660 [INFO] EPOCH 0 - PROGRESS: at 57.77% examples, 349479 words/s, in_qsize 15, out_qsize 4
2026-02-22 23:16:49,660 [INFO] EPOCH 0 - PROGRESS: at 61.60% examples, 347796 words/s, in_qsize 15, out_qsize 5
2026-02-22 23:16:50,660 [INFO] EPOCH 0 - PROGRESS: at 65.53% examples, 346824 words/s, in_qsize 13, out_qsize 1
2026-02-22 23:16:51,660 [INFO] EPOCH 0 - PROGRESS: at 69.50% examples, 346222 words/s, in_qsize 13, out_qsize 4
2026-02-22 23:16:52,660 [INFO] EPOCH 0 - PROGRESS: at 73.40% examples, 345319 words/s, in_qsize 16, out_qsize 1
2026-02-22 23:16:53,660 [INFO] EPOCH 0 - PROGRESS: at 77.26% examples, 344382 words/s, in_qsize 15, out_qsize 1
2026-02-22 23:16:54,660 [INFO] EPOCH 0 - PROGRESS: at 81.31% examples, 344311 words/s, in_qsize 11, out_qsize 7
2026-02-22 23:16:55,661 [INFO] EPOCH 0 - PROGRESS: at 85.26% examples, 343849 words/s, in_qsize 16, out_qsize 6
2026-02-22 23:16:56,661 [INFO] EPOCH 0 - PROGRESS: at 89.07% examples, 342886 words/s, in_qsize 16, out_qsize 0
2026-02-22 23:16:57,661 [INFO] EPOCH 0 - PROGRESS: at 92.99% examples, 342414 words/s, in_qsize 13, out_qsize 2
2026-02-22 23:16:58,661 [INFO] EPOCH 0 - PROGRESS: at 96.93% examples, 342035 words/s, in_qsize 15, out_qsize 2
2026-02-22 23:16:59,381 [INFO] EPOCH 0: training on 9280500 raw words (8469853 effective words) took 24.7s, 342569 effective words/s
2026-02-22 23:17:00,383 [INFO] EPOCH 1 - PROGRESS: at 4.30% examples, 363847 words/s, in_qsize 15, out_qsize 9
2026-02-22 23:17:01,383 [INFO] EPOCH 1 - PROGRESS: at 8.38% examples, 355092 words/s, in_qsize 15, out_qsize 3
2026-02-22 23:17:02,383 [INFO] EPOCH 1 - PROGRESS: at 12.50% examples, 352727 words/s, in_qsize 15, out_qsize 4
2026-02-22 23:17:03,384 [INFO] EPOCH 1 - PROGRESS: at 16.66% examples, 352758 words/s, in_qsize 15, out_qsize 7
2026-02-22 23:17:04,384 [INFO] EPOCH 1 - PROGRESS: at 20.75% examples, 351563 words/s, in_qsize 14, out_qsize 2
2026-02-22 23:17:05,384 [INFO] EPOCH 1 - PROGRESS: at 24.61% examples, 347406 words/s, in_qsize 16, out_qsize 6
2026-02-22 23:17:06,384 [INFO] EPOCH 1 - PROGRESS: at 28.23% examples, 341663 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:17:07,384 [INFO] EPOCH 1 - PROGRESS: at 31.99% examples, 338721 words/s, in_qsize 15, out_qsize 4
2026-02-22 23:17:08,384 [INFO] EPOCH 1 - PROGRESS: at 35.75% examples, 336426 words/s, in_qsize 12, out_qsize 1
2026-02-22 23:17:09,384 [INFO] EPOCH 1 - PROGRESS: at 39.54% examples, 334927 words/s, in_qsize 15, out_qsize 2
2026-02-22 23:17:10,384 [INFO] EPOCH 1 - PROGRESS: at 43.43% examples, 334404 words/s, in_qsize 16, out_qsize 1
2026-02-22 23:17:11,384 [INFO] EPOCH 1 - PROGRESS: at 47.59% examples, 335952 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:17:12,385 [INFO] EPOCH 1 - PROGRESS: at 51.68% examples, 336715 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:17:13,385 [INFO] EPOCH 1 - PROGRESS: at 55.59% examples, 336330 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:17:14,385 [INFO] EPOCH 1 - PROGRESS: at 59.59% examples, 336513 words/s, in_qsize 13, out_qsize 2
2026-02-22 23:17:15,385 [INFO] EPOCH 1 - PROGRESS: at 63.66% examples, 336985 words/s, in_qsize 8, out_qsize 12
2026-02-22 23:17:16,385 [INFO] EPOCH 1 - PROGRESS: at 67.66% examples, 337082 words/s, in_qsize 16, out_qsize 1
2026-02-22 23:17:17,385 [INFO] EPOCH 1 - PROGRESS: at 71.78% examples, 337759 words/s, in_qsize 16, out_qsize 0
2026-02-22 23:17:18,385 [INFO] EPOCH 1 - PROGRESS: at 76.02% examples, 338889 words/s, in_qsize 16, out_qsize 3
2026-02-22 23:17:19,385 [INFO] EPOCH 1 - PROGRESS: at 80.24% examples, 339853 words/s, in_qsize 13, out_qsize 3
2026-02-22 23:17:20,385 [INFO] EPOCH 1 - PROGRESS: at 84.42% examples, 340492 words/s, in_qsize 16, out_qsize 2
2026-02-22 23:17:21,385 [INFO] EPOCH 1 - PROGRESS: at 88.46% examples, 340591 words/s, in_qsize 14, out_qsize 1
2026-02-22 23:17:22,385 [INFO] EPOCH 1 - PROGRESS: at 92.51% examples, 340712 words/s, in_qsize 16, out_qsize 1
2026-02-22 23:17:23,385 [INFO] EPOCH 1 - PROGRESS: at 96.59% examples, 340890 words/s, in_qsize 16, out_qsize 0
